         66953 function calls (63609 primitive calls) in 19.583 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       15    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_util.py:108(__new__)
        1    0.000    0.000    0.001    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\arrays\datetimes.py:325(_from_sequence)
       32    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
        1    0.000    0.000    0.001    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\arrays\datetimes.py:329(_from_sequence_not_strict)
        3    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\config.py:793(configure_logger)
       13    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:1604(__repr__)
        1    0.000    0.000    0.001    0.001 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\base_events.py:308(_start_serving)
       56    0.001    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\type_adapter.py:259(_with_frame_depth)
       14    0.001    0.000    0.001    0.000 {built-in method pydantic_core._pydantic_core.validate_core_schema}
       86    0.001    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\fields.py:617(__repr_args__)
      377    0.001    0.000    0.001    0.000 {built-in method math.ceil}
   113/34    0.001    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:174(getwidth)
       26    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
      735    0.001    0.000    0.001    0.000 {built-in method time.monotonic}
       27    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\abc.py:117(__instancecheck__)
        7    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\socket.py:498(close)
        1    0.000    0.000    0.001    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\lifespan\on.py:1(<module>)
        2    0.001    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\indexes\base.py:649(_simple_new)
        5    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\inspect.py:2274(_signature_from_function)
        1    0.000    0.000    0.001    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\dateutil\parser\_parser.py:666(_parse)
        1    0.000    0.000    0.001    0.001 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\contextlib.py:194(__aenter__)
        5    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_connection.py:426(next_event)
       30    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:71(__init__)
        7    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\socket.py:494(_real_close)
        6    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:1170(__getitem__)
       27    0.000    0.000    0.001    0.000 {built-in method _abc._abc_instancecheck}
       17    0.001    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\windows_events.py:418(_check_closed)
       24    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_generate_schema.py:2036(_get_prepare_pydantic_annotations_for_known_type)
       28    0.001    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:219(_acquireLock)
      783    0.001    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\base_events.py:1899(get_debug)
        1    0.000    0.000    0.001    0.001 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\base_events.py:651(close)
        7    0.001    0.000    0.001    0.000 {function socket.close at 0x000001D3DF24EA70}
        4    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_generate_schema.py:430(_list_schema)
        3    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\config.py:775(common_logger_config)
        1    0.001    0.001    0.001    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\arrays\datetimes.py:2623(_infer_tz_from_endpoints)
        2    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\events.py:775(set_event_loop)
        2    0.001    0.000    0.001    0.000 {built-in method builtins.anext}
        2    0.001    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\arrays\datetimes.py:304(_simple_new)
        6    0.001    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\socket.py:220(__init__)
       26    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:1607(<genexpr>)
        1    0.001    0.001    0.001    0.001 {method 'clear' of 'collections.deque' objects}
      422    0.001    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\base_events.py:508(_check_closed)
        9    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\tasks.py:622(_ensure_future)
        2    0.001    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\events.py:661(set_event_loop)
       38    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
      904    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:146(addLevelName)
        1    0.000    0.000    0.001    0.001 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\proactor_events.py:750(_close_self_pipe)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:683(_code_to_timestamp_pyc)
      174    0.001    0.000    0.001    0.000 {built-in method _heapq.heappush}
        6    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\routing.py:58(request_response)
       78    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:1624(__getattr__)
        1    0.000    0.000    0.001    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\requests.py:239(json)
        2    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\windows_events.py:548(accept)
       18    0.001    0.000    0.001    0.000 {method 'timetuple' of 'datetime.datetime' objects}
       30    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
        2    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\server.py:310(capture_signals)
        8    0.001    0.000    0.001    0.000 {method 'WSARecv' of '_overlapped.Overlapped' objects}
        3    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:1184(__getitem_inner__)
       24    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_core_utils.py:279(handle_dict_schema)
        1    0.000    0.000    0.001    0.001 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\json\__init__.py:299(loads)
       74    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
        6    0.001    0.000    0.001    0.000 {built-in method sys.set_asyncgen_hooks}
        6    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\_utils.py:36(is_async_callable)
       23    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\copy.py:259(_reconstruct)
        1    0.000    0.000    0.001    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_events.py:40(Request)
      109    0.001    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:111(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\json\decoder.py:332(decode)
       11    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\base_events.py:426(create_task)
      413    0.001    0.000    0.001    0.000 {method 'append' of 'collections.deque' objects}
      160    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:137(_type_convert)
        8    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_connection.py:260(_process_event)
      174    0.001    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\base_events.py:1801(_timer_handle_cancelled)
        6    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1485(__init__)
       36    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:819(_set_new_attribute)
        1    0.000    0.000    0.001    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_headers.py:75(Headers)
        2    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\config.py:744(<dictcomp>)
        2    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\fastapi\dependencies\utils.py:223(get_typed_signature)
        2    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_generate_schema.py:433(_dict_schema)
        1    0.001    0.001    0.001    0.001 {built-in method nt.open}
        1    0.001    0.001    0.001    0.001 {built-in method marshal.dumps}
        9    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1540(findCaller)
       10    0.001    0.000    0.001    0.000 {built-in method _asyncio._get_running_loop}
      174    0.001    0.000    0.001    0.000 {built-in method _heapq.heappop}
       11    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_generics.py:337(has_instance_in_type)
       70    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic_core\core_schema.py:4035(_dict_not_none)
        9    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\logging.py:45(color_level_name)
        1    0.000    0.000    0.001    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\dateutil\parser\_parser.py:875(_parse_numeric_token)
      377    0.001    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\proactor_events.py:856(_process_events)
       32    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:250(_deduplicate)
       15    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_config.py:157(core_config)
       14    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\click\termui.py:462(style)
        1    0.000    0.000    0.001    0.001 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_events.py:315(EndOfMessage)
        3    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:1164(copy_with)
      398    0.001    0.000    0.001    0.000 {built-in method builtins.min}
      104    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:404(parent)
       30    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:125(release)
      284    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        2    0.000    0.000    0.001    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\fastapi\params.py:476(__init__)
        2    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\config.py:651(configure_formatter)
      341    0.000    0.000    0.001    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:249(match)
      157    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\typing_extensions.py:154(_should_collect_from_parameters)
       84    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\re.py:197(search)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
       77    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
      159    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
      107    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_typing_extra.py:111(is_annotated)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pandas\core\dtypes\cast.py:1239(_ensure_nanosecond_dtype)
       12    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:717(_get_field)
      115    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_config.py:148(__getattr__)
       23    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.array}
      425    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        5    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\tasks.py:614(ensure_future)
        9    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\logging.py:26(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\inspect.py:3197(__str__)
        6    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\routing.py:122(compile_path)
      184    0.000    0.000    0.000    0.000 {built-in method _contextvars.copy_context}
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\dateutil\parser\_parser.py:1141(_to_decimal)
       18    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:96(closegroup)
        9    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\ntpath.py:214(basename)
      229    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:1010(__eq__)
      110    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:1204(is_dataclass)
       78    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:958(__getattr__)
       13    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\type_adapter.py:323(_defer_build)
      258    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        5    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_connection.py:491(send)
        5    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\config.py:282(valid_ident)
        7    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\re.py:202(sub)
        4    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
        2    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\config.py:467(configure_custom)
        9    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\ntpath.py:180(split)
        3    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1439(setLevel)
        5    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_connection.py:398(_extract_next_receive_event)
        5    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_connection.py:518(send_with_data_passthrough)
       18    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\email\utils.py:117(_format_timetuple_and_zone)
        3    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1394(_clear_cache)
       30    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:295(_class_escape)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\concurrent\futures\thread.py:1(<module>)
       15    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\enum.py:972(__and__)
       13    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\type_adapter.py:327(_model_config)
       25    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\inspect.py:2628(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\signal.py:45(signal)
        5    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\inspect.py:2712(__str__)
      436    0.000    0.000    0.000    0.000 {function ConvertingDict.pop at 0x000001D3EB588E50}
        7    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:393(_recursive_repr)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_state.py:249(ConnectionState)
      237    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_core_utils.py:115(get_ref)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:523(_init_fn)
      159    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:286(tell)
        2    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\tasks.py:682(gather)
        5    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\routing.py:250(matches)
       32    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:837(_hash_add)
       31    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\os.py:674(__getitem__)
       13    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\type_adapter.py:115(_type_has_config)
       10    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       11    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1075(flush)
        8    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:2062(getLogger)
       13    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:267(getuntil)
       16    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\config.py:333(pop)
       25    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:1210(<genexpr>)
       23    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_generate_schema.py:2410(wrap_default)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_generate_schema.py:769(_get_model_title_from_config)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_readers.py:75(maybe_read_from_IDLE_client)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
        7    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\abc.py:146(update_abstractmethods)
        5    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\_utils.py:86(get_route_path)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:632(_hash_fn)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:522(_calc_mode)
        3    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\proactor_events.py:371(_loop_writing)
        6    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\inspect.py:1357(formatannotation)
       17    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\config.py:329(get)
        6    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\windows_events.py:78(cancel)
       43    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:423(_simple)
       39    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:432(_uniq)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_typing_extra.py:230(get_cls_type_hints_lenient)
       35    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_typing_extra.py:51(origin_is_union)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\inspect.py:2911(__init__)
      211    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:160(__len__)
       14    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\plugin\_loader.py:21(get_plugins)
        9    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\coroutines.py:164(iscoroutinefunction)
        9    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\windows_events.py:86(set_result)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_model_construction.py:335(inspect_namespace)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_readers.py:210(Http10Reader)
       94    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:897(__exit__)
      2/1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_decorators.py:424(build)
       12    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\click\termui.py:449(_interpret_color)
        4    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\threading.py:820(__init__)
       15    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:820(__contains__)
       18    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:84(opengroup)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\proactor_events.py:153(_call_connection_lost)
        8    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1306(getLogger)
        2    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\starlette\responses.py:29(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\windows_events.py:765(_get_accept_socket)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\base_events.py:330(close)
       55    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\h11\_readers.py:122(ContentLengthReader)
    29/23    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:182(_type_repr)
        8    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\functools.py:35(update_wrapper)
        3    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:1226(__repr__)
        3    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\futures.py:404(wrap_future)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\proactor_events.py:636(_make_socket_transport)
      178    0.000    0.000    0.000    0.000 {built-in method _asyncio.get_running_loop}
      147    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:172(append)
       18    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\proactor_events.py:865(_stop_serving)
        9    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\ntpath.py:203(splitext)
       71    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       22    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_typing_extra.py:166(is_finalvar)
        1    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\uvicorn\protocols\http\h11_impl.py:331(shutdown)
      239    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\typing.py:1001(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\windows_events.py:528(send)
        1    0.000    0.000    0.000    0.000 C:\Users\KLAUS\AppData\Local\Programs\Python\Python310\lib\asyncio\proactor_events.py:602(__init__)
       14    0.000    0.000    0.000    0.000 D:\Brayo\Python\Optivest Scripts v1\.venv\lib\site-packages\pydantic\_internal\_generate_schema.py:369(__init__)
